Sample_ID,Sample_name_16S,Sample_name_18S,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sheltered_Index,Sea_Surface_Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,
K_D_SGO_t4_1,515F-806R-P01-G10-SeaStore-Seq01-2022-2-M-RQ3-SGO-t4-2,1183F-1443R-P01-G10-SeaStore-Seq01-2022-2-M-RQ3-SGO-t4-2,old_leaf,Kiel,2022-05-26,24.08.2022,146,May,Spring,NA,54.346,10.154,35.7,5,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,7.04E-06,4.29E-04,13.86539173,-3.64,
K_D_SGO_t4_2,515F-806R-P01-H10-SeaStore-Seq01-2022-2-M-RQ3-SGO-t4-3,1183F-1443R-P01-H10-SeaStore-Seq01-2022-2-M-RQ3-SGO-t4-3,old_leaf,Kiel,2022-05-26,21.09.2022,146,May,Spring,NA,54.346,10.154,23.6,3.5,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,7.04E-06,4.29E-04,13.86539173,-3.64,
K_D_SGO_t4_3,515F-806R-P01-A11-SeaStore-Seq01-2022-2-M-RQ3-SGR-t4-2,1183F-1443R-P01-A11-SeaStore-Seq01-2022-2-M-RQ3-SGR-t4-2,old_leaf,Kiel,2022-05-26,07.10.2022,146,May,Spring,NA,54.346,10.154,31.3,4,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,7.04E-06,4.29E-04,13.86539173,-3.64,
K_RQ1_SGO_t4_1,515F-806R-P01-E11-SeaStore-Seq01-2022-2-M-RQ4-SGO-t4-3,1183F-1443R-P01-E11-SeaStore-Seq01-2022-2-M-RQ4-SGO-t4-3,old_leaf,Kiel,2022-05-25,24.08.2022,145,May,Spring,NA,54.349,10.15,36,4,5,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ1_SGO_t4_2,515F-806R-P01-F11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-1,1183F-1443R-P01-F11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-1,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,19.8,2.5,3,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ1_SGO_t4_3,515F-806R-P01-G11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-2,1183F-1443R-P01-G11-SeaStore-Seq01-2022-2-M-RQ4-SGR-t4-2,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,37,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ2_SGO_t4_1,515F-806R-P01-C12-SeaStore-Seq01-2022-2-K-D-SGO-t4-3,1183F-1443R-P01-C12-SeaStore-Seq01-2022-2-K-D-SGO-t4-3,old_leaf,Kiel,2022-05-25,24.08.2022,145,May,Spring,NA,54.349,10.15,40.9,3.5,3,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ2_SGO_t4_2,515F-806R-P01-D12-SeaStore-Seq01-2022-2-K-D-SGR-t4-1,1183F-1443R-P01-D12-SeaStore-Seq01-2022-2-K-D-SGR-t4-1,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,24.2,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ2_SGO_t4_3,515F-806R-P01-E12-SeaStore-Seq01-2022-2-K-D-SGR-t4-2,1183F-1443R-P01-E12-SeaStore-Seq01-2022-2-K-D-SGR-t4-2,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,29.4,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ3_SGO_t4_1,515F-806R-P02-E05-SeaStore-Seq02-2022-2-K-RQ1-SGO-t4-2,1183F-1443R-P02-E05-SeaStore-Seq02-2022-2-K-RQ1-SGO-t4-2,old_leaf,Kiel,2022-05-25,24.08.2022,145,May,Spring,NA,54.349,10.15,29.2,4,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ3_SGO_t4_2,515F-806R-P02-F05-SeaStore-Seq02-2022-2-K-RQ1-SGO-t4-3,1183F-1443R-P02-F05-SeaStore-Seq02-2022-2-K-RQ1-SGO-t4-3,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,47,4,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ3_SGO_t4_3,515F-806R-P02-G05-SeaStore-Seq02-2022-2-K-RQ1-SGR-t4-1,1183F-1443R-P02-G05-SeaStore-Seq02-2022-2-K-RQ1-SGR-t4-1,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,31.1,4,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ4_SGO_t4_1,515F-806R-P02-C06-SeaStore-Seq02-2022-2-K-RQ2-SGO-t4-2,1183F-1443R-P02-C06-SeaStore-Seq02-2022-2-K-RQ2-SGO-t4-2,old_leaf,Kiel,2022-05-25,24.08.2022,145,May,Spring,NA,54.349,10.15,34.4,5,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ4_SGO_t4_2,515F-806R-P02-D06-SeaStore-Seq02-2022-2-K-RQ2-SGO-t4-3,1183F-1443R-P02-D06-SeaStore-Seq02-2022-2-K-RQ2-SGO-t4-3,old_leaf,Kiel,2022-05-25,21.09.2022,145,May,Spring,NA,54.349,10.15,38,5,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
K_RQ4_SGO_t4_3,515F-806R-P02-E06-SeaStore-Seq02-2022-2-K-RQ2-SGR-t4-1,1183F-1443R-P02-E06-SeaStore-Seq02-2022-2-K-RQ2-SGR-t4-1,old_leaf,Kiel,2022-05-25,12.10.2022,145,May,Spring,NA,54.349,10.15,25.6,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,2.18E-06,5.10E-05,13.86539173,-3.64,
M_N_SGO_t0_1,515F-806R-P02-F10-SeaStore-Seq02-2022-2-KR1-SGR-3,1183F-1443R-P02-F10-SeaStore-Seq02-2022-2-KR1-SGR-3,old_leaf,Maasholm,2021-06-09,06.12.2021,160,June,Summer,NA,54.687,10.007,16.6,2,5,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,13.1253061,0.018783412,0.2279180821,21.46413422,0,
L_11_SGO_b,515F-806R-P02-B11-SeaStore-Seq02-2022-2-KR2-water-in,1183F-1443R-P02-B11-SeaStore-Seq02-2022-2-KR2-water-in,old_leaf,GEOMAR_Lab,2021-10-01,16.12.2021,274,October,Autumn,NA,NA,NA,71,4,4,Seastore_Project,SP,leaf_piece,Lab,Germany,NA,NA,NA,NA,NA,NA,
L_11_SGO_y,515F-806R-P02-C11-SeaStore-Seq02-2022-2-ASR-S-cap-out-6,1183F-1443R-P02-C11-SeaStore-Seq02-2022-2-ASR-S-cap-out-6,old_leaf,GEOMAR_Lab,2021-10-01,17.12.2021,274,October,Autumn,NA,NA,NA,62,4,4,Seastore_Project,SP,leaf_piece,Lab,Germany,NA,NA,NA,NA,NA,NA,
L_11_SGO_r,515F-806R-P02-D11-SeaStore-Seq02-2022-2-SGO-Kos,1183F-1443R-P02-D11-SeaStore-Seq02-2022-2-SGO-Kos,old_leaf,GEOMAR_Lab,2021-10-01,16.12.2021,274,October,Autumn,NA,NA,NA,78,4,3,Seastore_Project,SP,leaf_piece,Lab,Germany,NA,NA,NA,NA,NA,NA,
M_N_SGO_t0_2,515F-806R-P02-F11-SeaStore-Seq02-2022-2-water-in-Kos,1183F-1443R-P02-F11-SeaStore-Seq02-2022-2-water-in-Kos,old_leaf,Maasholm,2021-06-10,26.11.2021,161,June,Summer,NA,54.687,10.007,21.2,3,7,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,13.50905609,0.018783412,0.2279180821,21.46413422,0,
M_N_SGO_t0_3,515F-806R-P02-E12-SeaStore-Seq02-2022-2-M-RQ3-SGO-t4-1,1183F-1443R-P02-E12-SeaStore-Seq02-2022-2-M-RQ3-SGO-t4-1,old_leaf,Maasholm,2021-06-10,15.12.2021,161,June,Summer,NA,54.687,10.007,20.5,3.5,3,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,13.50905609,0.018783412,0.2279180821,21.46413422,0,
ASD_SGO_1,515F-806R-P03-B02-SeaStore-Seq03-2022-2-GR19-SGR-2,1183F-1443R-P03-B02-SeaStore-Seq03-2022-2-GR19-SGR-2,old_leaf,Askerön,2021-07-21,03.11.2021,202,July,Summer,NA,58.084,11.717,45.2,3.5,4,Seastore_Project,SP,leaf_piece,Askeröfjord,Sweden,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,
KR1_SGO_1,515F-806R-P03-D02-SeaStore-Seq03-2022-2-S-out-Kos,1183F-1443R-P03-D02-SeaStore-Seq03-2022-2-S-out-Kos,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,32,5,5,Seastore_Project,SP,leaf_piece,Kosterfjord,Sweden,1,19.4262018,0.018783412,0.2279180821,34.84975433,0,
KR1_SGO_2,515F-806R-P03-E02-SeaStore-Seq03-2022-2-K-RQ3-S-t4-1,1183F-1443R-P03-E02-SeaStore-Seq03-2022-2-K-RQ3-S-t4-1,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,17.9,3.5,5,Seastore_Project,SP,leaf_piece,Kosterfjord,Sweden,1,19.4262018,0.018783412,0.2279180821,34.84975433,0,
KR1_SGO_3,515F-806R-P03-F02-SeaStore-Seq03-2022-2-K-RQ4-S-t4-2,1183F-1443R-P03-F02-SeaStore-Seq03-2022-2-K-RQ4-S-t4-2,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.864,11.038,36.4,6.5,7,Seastore_Project,SP,leaf_piece,Kosterfjord,Sweden,1,19.4262018,0.018783412,0.2279180821,34.84975433,0,
KR2_SGO_1,515F-806R-P03-B04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-2,1183F-1443R-P03-B04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-2,old_leaf,Koster,2021-08-10,21.10.2022,222,August,Summer,NA,58.883,11.005,48.6,6.5,6,Seastore_Project,SP,leaf_piece,Kosterfjord,Sweden,1,19.41951269,0.018783412,0.2279180821,34.83201981,0,
KR2_SGO_2,515F-806R-P03-C04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-3,1183F-1443R-P03-C04-SeaStore-Seq03-2022-2-K-RQ2-S-t4-3,old_leaf,Koster,2021-08-10,09.11.2022,222,August,Summer,NA,58.883,11.005,49.5,5.5,7,Seastore_Project,SP,leaf_piece,Kosterfjord,Sweden,1,19.41951269,0.018783412,0.2279180821,34.83201981,0,
KR2_SGO_3,515F-806R-P03-D04-SeaStore-Seq03-2022-2-ASD-SGO-1,1183F-1443R-P03-D04-SeaStore-Seq03-2022-2-ASD-SGO-1,old_leaf,Koster,2021-08-10,18.11.2022,222,August,Summer,NA,58.883,11.005,31.2,6.3,5,Seastore_Project,SP,leaf_piece,Kosterfjord,Sweden,1,19.41951269,0.018783412,0.2279180821,34.83201981,0,
ASR_SGO_1,515F-806R-P03-F06-SeaStore-Seq03-2022-2-KR1-S-out-2,1183F-1443R-P03-F06-SeaStore-Seq03-2022-2-KR1-S-out-2,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,38.4,6,6,Seastore_Project,SP,leaf_piece,Askeröfjord,Sweden,8,NA,0.018783412,0.2279180821,15.61851692,0,
ASR_SGO_2,515F-806R-P03-G06-SeaStore-Seq03-2022-2-KR2-S-in-1,1183F-1443R-P03-G06-SeaStore-Seq03-2022-2-KR2-S-in-1,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,38.6,5,6,Seastore_Project,SP,leaf_piece,Askeröfjord,Sweden,8,NA,0.018783412,0.2279180821,15.61851692,0,
ASD_SGO_2,515F-806R-P03-H06-SeaStore-Seq03-2022-2-KR2-S-out-1,1183F-1443R-P03-H06-SeaStore-Seq03-2022-2-KR2-S-out-1,old_leaf,Askerön,2021-07-21,08.11.2022,202,July,Summer,NA,58.084,11.717,57,5,3,Seastore_Project,SP,leaf_piece,Askeröfjord,Sweden,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,
ASR_SGO_3,515F-806R-P03-A07-SeaStore-Seq03-2022-2-K-RQ4-SGR-t4-1,1183F-1443R-P03-A07-SeaStore-Seq03-2022-2-K-RQ4-SGR-t4-1,old_leaf,Askerön,2021-07-21,21.10.2022,202,July,Summer,NA,58.084,11.734,31.5,5,7,Seastore_Project,SP,leaf_piece,Askeröfjord,Sweden,8,NA,0.018783412,0.2279180821,15.61851692,0,
ASD_SGO_3,515F-806R-P03-F07-SeaStore-Seq03-2022-2-M-RQ3-S-t4-1,1183F-1443R-P03-F07-SeaStore-Seq03-2022-2-M-RQ3-S-t4-1,old_leaf,Askerön,2021-07-21,29.09.2021,202,July,Summer,NA,58.084,11.717,83.4,5,5,Seastore_Project,SP,leaf_piece,Askeröfjord,Sweden,8,NA,5.68E-04,0.01810692838,25.49300957,-3.05,
GD_SGO_1,515F-806R-P03-H08-SeaStore-Seq03-2022-2-KR2-S-out-2,1183F-1443R-P03-H08-SeaStore-Seq03-2022-2-KR2-S-out-2,old_leaf,Gasö,2021-07-21,NA,202,July,Summer,NA,58.231,11.398,87.6,8,5,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,NA,NA,NA,NA,NA,NA,
GD_SGO_2,515F-806R-P03-A09-SeaStore-Seq03-2022-2-KR2-S-out-3,1183F-1443R-P03-A09-SeaStore-Seq03-2022-2-KR2-S-out-3,old_leaf,Gasö,2021-07-27,09.11.2022,208,July,Summer,NA,58.231,11.398,118.2,1,5,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GD_SGO_3,515F-806R-P03-B09-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-B09-SeaStore-Seq03-2022-2-SGR-Kos,old_leaf,Gasö,2021-07-27,08.11.2022,208,July,Summer,NA,58.231,11.398,78.5,7,5,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GR15_SGO_1,515F-806R-P03-B10-SeaStore-Seq03-2022-2-ASD-S-out-3,1183F-1443R-P03-B10-SeaStore-Seq03-2022-2-ASD-S-out-3,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,60.1,7,4,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GR15_SGO_3,515F-806R-P03-C10-SeaStore-Seq03-2022-2-ASR-S-ref-1,1183F-1443R-P03-C10-SeaStore-Seq03-2022-2-ASR-S-ref-1,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,44.5,6,6,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GR19_SGO_1,515F-806R-P03-G11-SeaStore-Seq03-2022-2-ASR-S-cap-out-4,1183F-1443R-P03-G11-SeaStore-Seq03-2022-2-ASR-S-cap-out-4,old_leaf,Gasö,2021-07-27,09.11.2022,208,July,Summer,NA,58.231,11.398,96.4,6,6,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GR19_SGO_2,515F-806R-P03-H11-SeaStore-Seq03-2022-2-SGO-Kos,1183F-1443R-P03-H11-SeaStore-Seq03-2022-2-SGO-Kos,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,69,4.5,6,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GR19_SGO_3,515F-806R-P03-A12-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-A12-SeaStore-Seq03-2022-2-SGR-Kos,old_leaf,Gasö,2021-07-27,NA,208,July,Summer,NA,58.231,11.398,109.5,9,5,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
GR19_SGO_2_2,515F-806R-P03-B12-SeaStore-Seq03-2022-2-SGR-Kos,1183F-1443R-P03-B12-SeaStore-Seq03-2022-2-SGR-Kos,old_leaf,Gasö,2021-07-27,18.11.2022,208,July,Summer,NA,58.231,11.398,NA,NA,NA,Seastore_Project,SP,leaf_piece,Gasöfjord,Sweden,5,20.51777122,0.1022027249,0.744295368,34.69461823,-2.55,
G_D_SGO_t0_1,515F-806R-P01-A07-K-RQ1-SGR-t5-2,1183F-1443R-P01-A07-K-RQ1-SGR-t5-2,old_leaf,Gelting,2022-05-11,24.08.2022,131,May,Spring,NA,54.767,9.877,NA,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,
G_D_SGO_t0_2,515F-806R-P01-A08-S-10-in-Tja,1183F-1443R-P01-A08-S-10-in-Tja,old_leaf,Gelting,2022-05-11,21.09.2022,131,May,Spring,NA,54.767,9.877,NA,4,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,
G_D_SGO_t0_3,515F-806R-P01-A09-K-RQ2-S-t5-2,1183F-1443R-P01-A09-K-RQ2-S-t5-2,old_leaf,Gelting,2022-05-11,07.10.2022,131,May,Spring,NA,54.767,9.877,NA,2,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,10.90079722,5.30E-06,0.001586354497,19.05716705,-4.09,
M_RQ3_SGO_t5_1,515F-806R-P01-B10-G-Q3-S-t4-3,1183F-1443R-P01-B10-G-Q3-S-t4-3,old_leaf,Maasholm,2023-05-24,08.08.2023,144,May,Spring,NA,54.687,10.007,NA,4,9,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,11.33843114,0.018783412,0.2279180821,16.37156105,0,
M_RQ3_SGO_t5_2,515F-806R-P01-B11-M-C-S-t5-3,1183F-1443R-P01-B11-M-C-S-t5-3,old_leaf,Maasholm,2023-05-24,09.08.2023,144,May,Spring,NA,54.687,10.007,NA,5,6,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,11.33843114,0.018783412,0.2279180821,16.37156105,0,
M_RQ3_SGO_t5_3,515F-806R-P01-B12-G-D-S-t4-1,1183F-1443R-P01-B12-G-D-S-t4-1,old_leaf,Maasholm,2023-05-24,10.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,7,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,11.33843114,0.018783412,0.2279180821,16.37156105,0,
M_RQ4_SGO_t5_1,515F-806R-P01-C04-K-RQ3-SGO-t5-1,1183F-1443R-P01-C04-K-RQ3-SGO-t5-1,old_leaf,Maasholm,2023-05-24,08.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,6,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,11.33843114,0.018783412,0.2279180821,16.37156105,0,
M_RQ4_SGO_t5_2,515F-806R-P01-C05-M-RQ3-SGO-t5-1,1183F-1443R-P01-C05-M-RQ3-SGO-t5-1,old_leaf,Maasholm,2023-05-24,09.08.2023,144,May,Spring,NA,54.687,10.007,NA,3.5,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,11.33843114,0.018783412,0.2279180821,16.37156105,0,
M_RQ4_SGO_t5_3,515F-806R-P01-C06-M-RQ4-SGR-t5-1,1183F-1443R-P01-C06-M-RQ4-SGR-t5-1,old_leaf,Maasholm,2023-05-24,10.08.2023,144,May,Spring,NA,54.687,10.007,NA,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,6,11.33843114,0.018783412,0.2279180821,16.37156105,0,
K_D_SGO_t5_1,515F-806R-P01-D08-K-RQ1-S-t5-1,1183F-1443R-P01-D08-K-RQ1-S-t5-1,old_leaf,Kiel,2023-05-22,08.08.2023,142,May,Spring,NA,54.346,10.154,NA,4,6,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,
K_D_SGO_t5_2,515F-806R-P01-D09-K-C-S-t5-3,1183F-1443R-P01-D09-K-C-S-t5-3,old_leaf,Kiel,2023-05-22,09.08.2023,142,May,Spring,NA,54.346,10.154,NA,5,7,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,
K_D_SGO_t5_3,515F-806R-P01-D10-G-Q3-S-t4-1,1183F-1443R-P01-D10-G-Q3-S-t4-1,old_leaf,Kiel,2023-05-22,10.08.2023,142,May,Spring,NA,54.346,10.154,NA,4,6,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,7.87E-06,2.21E-04,14.94716454,-3.64,
K_RQ1_SGO_t5_1,515F-806R-P01-E02-K-RQ1-SGR-t5-3,1183F-1443R-P01-E02-K-RQ1-SGR-t5-3,old_leaf,Kiel,2023-05-23,08.08.2023,143,May,Spring,NA,54.349,10.15,NA,5,6,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,
K_RQ1_SGO_t5_2,515F-806R-P01-E03-blank6-empty,1183F-1443R-P01-E03-blank6-empty,old_leaf,Kiel,2023-05-23,09.08.2023,143,May,Spring,NA,54.349,10.15,NA,4,6,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,
K_RQ1_SGO_t5_3,515F-806R-P01-E04-K-RQ3-SGO-t5-3,1183F-1443R-P01-E04-K-RQ3-SGO-t5-3,old_leaf,Kiel,2023-05-23,10.08.2023,143,May,Spring,NA,54.349,10.15,NA,3,4,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,3.08E-06,4.87E-05,14.94716454,-3.64,
K_RQ2_SGO_t5_1,515F-806R-P01-E08-M-RQ4-SGO-t5-1,1183F-1443R-P01-E08-M-RQ4-SGO-t5-1,old_leaf,Kiel,2023-05-22,08.08.2023,142,May,Spring,NA,54.349,10.15,NA,4,10,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,
K_RQ2_SGO_t5_2,515F-806R-P01-E09-K-RQ4-S-t5-3,1183F-1443R-P01-E09-K-RQ4-S-t5-3,old_leaf,Kiel,2023-05-22,09.08.2023,142,May,Spring,NA,54.349,10.15,NA,5,10,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,
K_RQ2_SGO_t5_3,515F-806R-P01-E10-M-C-S-t5-2,1183F-1443R-P01-E10-M-C-S-t5-2,old_leaf,Kiel,2023-05-22,10.08.2023,142,May,Spring,NA,54.349,10.15,NA,4,7,Seastore_Project,SP,leaf_piece,Kiel Bay,Germany,8,NA,3.00E-06,4.87E-05,14.94716454,-3.64,
