Sample_ID,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sample_name_16S,Sample_name_18S,E,N,NE,NW,S,SE,SW,W,Sheltered.Index,Sea.Surface.Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,LibrarySize_18S,Richness_18S,Shannon_18S,DNA_Concentration
SGO_20_Kos,old_leaf,Koster,2021-06-30,30.11.2022,181,June,Summer,2.5,58.883,10.992,NA,9,7,Seastore_Project,SP,whole_leaf,Kosterfjord,Sweden,515F-806R-P02-E04-SeaStore-Seq02-2022-M-RQ3-SGR-t3-2,1183F-1443R-P02-E04-SeaStore-Seq02-2022-M-RQ3-SGR-t3-2,9.28E-04,0,0.02058861509,0,0,0,0,0,1,15.95917623,Inf,Inf,34.83843994,0,30980,15,1.109943611,5.28
K_RQ1_SGO_t3_1,old_leaf,Kiel,2021-09-29,25.11.2021,272,September,Autumn,NA,54.349,10.15,23,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-E09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-2,1183F-1443R-P02-E09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,15820,22,1.073633852,1.43
K_RQ2_SGO_t3_3,old_leaf,Kiel,2021-09-29,06.12.2021,272,September,Autumn,NA,54.349,10.15,34.5,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-E10-SeaStore-Seq02-2022-K-D-S-t3-1,1183F-1443R-P02-E10-SeaStore-Seq02-2022-K-D-S-t3-1,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,101497,95,1.787080644,1.43
K_RQ1_SGO_t3_2,old_leaf,Kiel,2021-09-29,06.12.2021,272,September,Autumn,NA,54.349,10.15,34.5,4,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-F09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-3,1183F-1443R-P02-F09-SeaStore-Seq02-2022-K-RQ3-SGR-t3-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,14289,21,1.496027797,1.18
K_D_SGO_t3_1,old_leaf,Kiel,2021-09-28,25.11.2021,271,September,Autumn,NA,54.346,10.154,59,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-2,1183F-1443R-P02-G08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-2,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,2.94E-05,0.001935417354,14.06503677,-3.64,35006,16,1.229237312,2.07
K_RQ4_SGO_t3_1,old_leaf,Kiel,2021-09-29,25.11.2021,272,September,Autumn,NA,54.349,10.15,28.8,3,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-G11-SeaStore-Seq02-2022-K-RQ3-S-t3-2,1183F-1443R-P02-G11-SeaStore-Seq02-2022-K-RQ3-S-t3-2,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,90142,133,3.407548186,0.782
K_D_SGO_t3_2,old_leaf,Kiel,2021-09-28,10.12.2021,271,September,Autumn,NA,54.346,10.154,63.5,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-H08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-3,1183F-1443R-P02-H08-SeaStore-Seq02-2022-K-RQ2-SGR-t3-3,0.9486099468,0.8552587941,0.373863805,0.9949431349,0.9852850089,0.9802549501,0.9990751514,1,8,NA,2.94E-05,0.001935417354,14.06503677,-3.64,12919,36,2.522964679,2.68
K_RQ4_SGO_t3_2,old_leaf,Kiel,2021-09-29,10.12.2021,272,September,Autumn,NA,54.349,10.15,34.4,3.5,3,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P02-H11-SeaStore-Seq02-2022-K-RQ3-S-t3-3,1183F-1443R-P02-H11-SeaStore-Seq02-2022-K-RQ3-S-t3-3,0.924960071,0.8810951465,0.3596256018,0.9982019981,0.9887990946,0.9722177475,1,1,8,NA,7.38E-06,3.30E-04,14.06503677,-3.64,64734,206,4.190222346,0.483
M_RQ4_SGO_t4_3,old_leaf,Maasholm,2022-05-12,12.10.2022,132,May,Spring,NA,54.687,10.007,22.6,3,4,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-A04-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-500,1183F-1443R-P03-A04-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-500,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,46093,183,4.25481988,8.3
M_RQ3_SGO_t4_1,old_leaf,Maasholm,2022-05-12,24.08.2022,132,May,Spring,NA,54.687,10.007,26,4,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-G01-SeaStore-Seq03-2022-M-N-SGR-t0-3,1183F-1443R-P03-G01-SeaStore-Seq03-2022-M-N-SGR-t0-3,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,11196,81,3.075959756,13.3
M_RQ4_SGO_t4_1,old_leaf,Maasholm,2022-05-12,24.08.2022,132,May,Spring,NA,54.687,10.007,32,4,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-G03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-50,1183F-1443R-P03-G03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-50,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,23526,175,3.971457953,17
M_RQ4_SGO_t4_2,old_leaf,Maasholm,2022-05-12,21.09.2022,132,May,Spring,NA,54.687,10.007,39.2,5,5,Seastore_Project,SP,whole_leaf,Kiel Bay,Germany,515F-806R-P03-H03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-100,1183F-1443R-P03-H03-SeaStore-Seq03-2022-M-RQ4-S-t1-3-DS-1-100,0,0.0208602738,0.001887815768,0.7736870256,0.8239476887,0.07844843815,0.9893686468,0.8583808343,6,10.82686865,Inf,Inf,17.53926659,0,16175,149,3.939072974,5.76
BV2-SGY-3,young_leaf,Bökevik2,2021-07-28,24.09.2021,209,July,Summer,5,58.24901,11.44854,31,4.5,6,Germination_Experiment,GE,whole_leaf,Gasöfjord,Sweden,515F-806R-P01-B08-AB-BV2-SGY-3,1183F-1443R-P01-B08-AB-BV2-SGY-3,0.5734960261,0.7379664221,0.6093573023,0.2727588798,0.5893402279,0.723944137,0,0.001672934826,6,20.63093094,Inf,Inf,33.38567352,0,23275,5,0.8095105089,14.6
BV1-SGY-3,young_leaf,Bökevik1,2021-07-20,19.08.2021,201,July,Summer,5,58.24901,11.44854,25,4,4,Germination_Experiment,GE,whole_leaf,Gasöfjord,Sweden,515F-806R-P01-C07-AB-BV1-SGY-3,1183F-1443R-P01-C07-AB-BV1-SGY-3,0.5734960261,0.7379664221,0.6093573023,0.2727588798,0.5893402279,0.723944137,0,0.001672934826,6,20.22155594,Inf,Inf,33.03594589,0,6417,10,1.297429324,12.2
BV3-SGO-3,old_leaf,Bökevik3,2021-08-02,16.11.2021,214,August,Summer,5,58.24901,11.44854,102,6,4,Germination_Experiment,GE,whole_leaf,Gasöfjord,Sweden,515F-806R-P01-C08-AB-BV3-SGO-3,1183F-1443R-P01-C08-AB-BV3-SGO-3,0.5734960261,0.7379664221,0.6093573023,0.2727588798,0.5893402279,0.723944137,0,0.001672934826,6,20.13874345,Inf,Inf,33.38567352,0,90385,4,0.6281921477,Inf
BV2-SGO-3,old_leaf,Bökevik2,2021-07-28,24.09.2021,209,July,Summer,5,58.24901,11.44854,149,6,4,Germination_Experiment,GE,whole_leaf,Gasöfjord,Sweden,515F-806R-P01-F07-AB-BV2-SGO-3,1183F-1443R-P01-F07-AB-BV2-SGO-3,0.5734960261,0.7379664221,0.6093573023,0.2727588798,0.5893402279,0.723944137,0,0.001672934826,6,20.63093094,Inf,Inf,33.38567352,0,14899,12,0.9755855707,43
BV4-SGO-3,old_leaf,Bökevik4,2021-08-11,01.10.2021,223,August,Summer,5,58.24901,11.44854,66,5,4,Germination_Experiment,GE,whole_leaf,Gasöfjord,Sweden,515F-806R-P01-H08-AB-BV4-SGO-3,1183F-1443R-P01-H08-AB-BV4-SGO-3,0.5734960261,0.7379664221,0.6093573023,0.2727588798,0.5893402279,0.723944137,0,0.001672934826,6,19.37499346,Inf,Inf,32.42298508,0,111946,5,0.6251926957,Inf
B1,whole plant,klosterloch,2015-08-26,21.04.2016,238,August,Summer,2.5,54.57827,13.12357,135,4.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B1,1183F-1443R-B1,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,60250,151,3.485278861,2.93
B10,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,95,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B10,1183F-1443R-B10,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,47255,137,3.435641873,1.4
B2,whole plant,klosterloch,2015-08-26,11.01.2016,238,August,Summer,2.5,54.57827,13.12357,135,4.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B2,1183F-1443R-B2,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,46237,137,3.429359765,3.62
B3,whole plant,klosterloch,2015-08-26,07.01.2016,238,August,Summer,2.5,54.57827,13.12357,105,4,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B3,1183F-1443R-B3,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,58497,169,3.711429749,4.36
B4,whole plant,klosterloch,2015-08-26,02.11.2015,238,August,Summer,2.5,54.57827,13.12357,110,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B4,1183F-1443R-B4,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,22459,168,3.756322429,2.63
B5,whole plant,klosterloch,2015-08-26,02.05.2016,238,August,Summer,2.5,54.57827,13.12357,110,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B5,1183F-1443R-B5,0.2124443965,0.03153598501,0.09411097785,0.03344235454,0.008723046203,0.3930127317,0.2042955142,0.03296892258,7,17.65194663,0.04566925113,0.762565565,9.663183212,-2.52,33987,122,3.135650418,4.04
B6,whole plant,faehrinsel,2015-08-27,18.05.2016,239,August,Summer,3,54.55705,13.13677,90,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B6,1183F-1443R-B6,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,66650,143,3.374037647,0.608
B7,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,115,3.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B7,1183F-1443R-B7,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,33121,90,2.955145426,0.592
B8,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,94,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B8,1183F-1443R-B8,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,25075,130,3.283479758,0.816
B9,whole plant,faehrinsel,2015-08-27,19.05.2016,239,August,Summer,3,54.55705,13.13677,125,4.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-B9,1183F-1443R-B9,0.5327820822,0.06204521161,0.04712930454,0.07488998895,0.04611269896,0.4035556033,0.1122907671,0.09251557747,8,17.74228517,0.04729419822,0.3578381553,9.559998512,-2.47,68888,175,3.811154662,1.59
L1,whole plant,libben1,2015-08-28,10.05.2016,240,August,Summer,3.9,54.60116,13.15891,65,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L1,1183F-1443R-L1,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,45526,24,0.7034272118,1.15
L10,whole plant,libben2,2015-08-31,02.11.2015,243,August,Summer,5,54.59808,13.21117,46,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L10,1183F-1443R-L10,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,31871,27,0.8211824077,0.636
L2,whole plant,libben1,2015-08-28,18.05.2016,240,August,Summer,3.9,54.60116,13.15891,67,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L2,1183F-1443R-L2,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,29036,20,0.2962970362,4.32
L3,whole plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,65,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L3,1183F-1443R-L3,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,45567,18,0.395832903,2.6
L4,whole plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,62,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L4,1183F-1443R-L4,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,117543,21,0.310483744,4.52
L5,whole plant,libben1,2015-08-28,19.05.2016,240,August,Summer,3.9,54.60116,13.15891,59,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L5,1183F-1443R-L5,0.316677413,0,0.1690448088,7.99E-05,0.125177993,0.5318860992,0.2204788525,0.1014926466,6,17.6412435,0.05494452455,0.6654866661,9.704210281,-4.47,64406,26,0.5418008966,1.49
L6,whole plant,libben2,2015-08-31,10.05.2016,243,August,Summer,5,54.59808,13.21117,65,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L6,1183F-1443R-L6,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,30323,40,1.150762283,0.956
L7,whole plant,libben2,2015-08-31,21.04.2016,243,August,Summer,5,54.59808,13.21117,69,3.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L7,1183F-1443R-L7,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,42867,19,0.7603737411,2.55
L8,whole plant,libben2,2015-08-31,11.01.2016,243,August,Summer,5,54.59808,13.21117,73,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L8,1183F-1443R-L8,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,75214,16,0.6566848692,3.59
L9,whole plant,libben2,2015-08-31,07.01.2016,243,August,Summer,5,54.59808,13.21117,59,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-L9,1183F-1443R-L9,0.7186035441,0.009755367372,0.3838950102,0,0.387197847,0.7087415878,0.1762490766,0.1973664416,6,17.63026136,0.02142209078,0.5689671152,9.358337402,-4.19,77091,34,1.004937981,1.23
Lx1,whole plant,libbenX,2015-08-31,27.04.2016,243,August,Summer,7.1,54.61305,13.17829,64,3,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx1,1183F-1443R-Lx1,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,49824,23,0.4712312821,1.72
Lx2,whole plant,libbenX,2015-08-31,02.05.2016,243,August,Summer,7.1,54.61305,13.17829,57,2.5,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx2,1183F-1443R-Lx2,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,76672,35,0.8535886704,1.81
Lx3,whole plant,libbenX,2015-08-31,10.05.2016,243,August,Summer,7.1,54.61305,13.17829,59,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx3,1183F-1443R-Lx3,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,34738,33,1.210366476,0.988
Lx4,whole plant,libbenX,2015-08-31,19.05.2016,243,August,Summer,7.1,54.61305,13.17829,76,3.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx4,1183F-1443R-Lx4,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,30229,36,1.184439808,2.26
Lx5,whole plant,libbenX,2015-08-31,19.05.2016,243,August,Summer,7.1,54.61305,13.17829,72,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-Lx5,1183F-1443R-Lx5,0.5057088643,0,0.170633115,0,0.2474687732,0.5170056208,0.2169000394,0.08169582462,6,17.53807043,0.04181826829,0.5479386313,9.383497238,-6.95,29660,34,1.008004459,1.73
S1,whole plant,shaprode1,2015-09-01,02.05.2016,244,September,Autumn,3.4,54.51641,13.13775,100,4.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S1,1183F-1443R-S1,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,26897,123,2.665733887,0.74
S10,whole plant,shaprode2,2015-09-01,18.05.2016,244,September,Autumn,1.9,54.51144,13.14459,30,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S10,1183F-1443R-S10,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,52275,197,4.050824544,1.91
S2,whole plant,shaprode1,2015-09-01,21.04.2016,244,September,Autumn,3.4,54.51641,13.13775,105,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S2,1183F-1443R-S2,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,28046,125,3.085015037,0.496
S3,whole plant,shaprode1,2015-09-01,11.01.2016,244,September,Autumn,3.4,54.51641,13.13775,100,4,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S3,1183F-1443R-S3,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,83365,142,3.19710936,0.424
S4,whole plant,shaprode1,2015-09-01,07.01.2016,244,September,Autumn,3.4,54.51641,13.13775,105,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S4,1183F-1443R-S4,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,59473,145,3.046757333,0.652
S5,whole plant,shaprode1,2015-09-01,02.11.2015,244,September,Autumn,3.4,54.51641,13.13775,105,5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S5,1183F-1443R-S5,0.6703081707,0.1099246269,0.1534993398,0.1411393926,0.0291234546,0.3615159456,0.02062700829,0.08298706429,8,17.50491538,0.02144445629,0.2027967987,9.161977768,-3.62,24163,153,3.262960183,1.32
S6,whole plant,shaprode2,2015-09-01,27.04.2016,244,September,Autumn,1.9,54.51144,13.14459,25,2.5,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S6,1183F-1443R-S6,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,29034,194,4.299629372,0.488
S7,whole plant,shaprode2,2015-09-01,27.04.2016,244,September,Autumn,1.9,54.51144,13.14459,29,3,4,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S7,1183F-1443R-S7,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,75208,171,3.679890863,0.684
S8,whole plant,shaprode2,2015-09-01,02.05.2016,244,September,Autumn,1.9,54.51144,13.14459,30,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S8,1183F-1443R-S8,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,50858,199,4.085821232,1.06
S9,whole plant,shaprode2,2015-09-01,10.05.2016,244,September,Autumn,1.9,54.51144,13.14459,34,3,5,Hiddensee_Study,HS,swabbing,Western Pomerania Lagoon National Park,Germany,515YF-B806R-S9,1183F-1443R-S9,0.6647673972,0.100001361,0.2492294073,0.1608866004,0.06907340317,0.4076176493,0.01373669101,0.08473346416,8,17.50491538,0.02626282741,0.2487185871,9.161977768,-1.6,30169,160,3.729868489,1.71
H4-SGO-1,old_leaf,Libben,2020-07-14,30.11.2020,196,July,Summer,3.1,54.60076,13.15375,45,4,6,Salinity_Gradient,SG,whole_leaf,Western Pomerania Lagoon National Park,Germany,515F-806R-EMP2016-P03-A06-H4-SGO-1,1183F-1443R-P10-A06-H4-SGO-1,0.269957288,1.59E-04,0.1516907434,0.002518105471,0.1058650661,0.5324620556,0.2223459853,0.09149148359,6,17.64567059,0.08236506475,0.6804461776,15.91043377,-3.42,17862,14,0.6929477317,4.25
